법령명한글,공포번호
여성의 경제활동 촉진과 경력단절 예방법,18549
여성의 경제활동 촉진과 경력단절 예방법 시행령,32674
여성의 경제활동 촉진과 경력단절 예방법 시행규칙,00352
여성폭력방지기본법,16086
여성폭력방지기본법 시행령,31349
여수세계박람회 기념 및 사후활용에 관한 특별법,19415
여수세계박람회 기념 및 사후활용에 관한 특별법 시행령,33445
여수ㆍ순천 10ㆍ19사건 진상규명 및 희생자 명예회복에 관한 특별법,19630
여수ㆍ순천 10ㆍ19사건 진상규명 및 희생자 명예회복에 관한 특별법 시행령,34211
여수ㆍ순천 10ㆍ19사건 진상규명 및 희생자 명예회복에 관한 특별법에 의한 가족관계등록사무처리규칙,03018
여신전문금융업법,19260
여신전문금융업법 시행령,34522
여신전문금융업법 시행규칙,01635
역사문화권 정비 등에 관한 특별법,20309
역사문화권 정비 등에 관한 특별법 시행령,34529
역사문화권 정비 등에 관한 특별법 시행규칙,00550
역세권의 개발 및 이용에 관한 법률,19987
역세권의 개발 및 이용에 관한 법률 시행령,34487
역세권의 개발 및 이용에 관한 법률 시행규칙,01099
연구개발세액공제기술심의위원회의 구성 및 운영에 관한 규칙,00996
연구개발특구의 육성에 관한 특별법,20062
연구개발특구의 육성에 관한 특별법 시행령,34503
연구개발특구의 육성에 관한 특별법 시행규칙,00114
연구산업진흥법,18075
연구산업진흥법 시행령,34449
연구산업진흥법 시행규칙,00125
연구실 안전환경 조성에 관한 법률,19785
연구실 안전환경 조성에 관한 법률 시행령,34457
연구실 안전환경 조성에 관한 법률 시행규칙,00124
연구직 및 지도직공무원의 임용 등에 관한 규정,34487
연구학교에 관한 규칙,00001
연근해어업의 구조개선 및 지원에 관한 법률,19415
연근해어업의 구조개선 및 지원에 관한 법률 시행령,33858
연근해어업의 구조개선 및 지원에 관한 법률 시행규칙,00557
연안관리법,19117
연안관리법 시행령,31438
연안관리법 시행규칙,00460
연안사고 예방에 관한 법률,18062
연안사고 예방에 관한 법률 시행령,34550
연안사고 예방에 관한 법률 시행규칙,00613
연호에 관한 법률,12209
염업조합법,19139
염업조합법 시행령,30509
엽연초생산협동조합법,17339
엽연초생산협동조합법시행령,31380
영산강ㆍ섬진강수계관리위원회규정,32251
영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률,19664
영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률 시행령,34221
영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률 시행규칙,01098
영상진흥기본법,08744
영상진흥기본법 시행령,29677
영어조합법인에 관한 규칙,00581
영유아보육법,19653
영유아보육법 시행령,34044
영유아보육법 시행규칙,00996
영장심의위원회 규칙,00996
영재교육 진흥법,15231
영재교육진흥법 시행령,33915
영해 및 접속수역법,15429
영해 및 접속수역법 시행령,31380
영화 및 비디오물의 진흥에 관한 법률,19800
영화 및 비디오물의 진흥에 관한 법률 시행령,34466
영화 및 비디오물의 진흥에 관한 법률 시행규칙,00510
예금자보호법,18436
예금자보호법 시행령,33817
예비군법,19082
예비군법 시행령,33859
예비군법 시행규칙,01071
예비군 육성ㆍ지원에 관한 규칙,01068
예비전력관리 업무담당자 선발 규칙,01150
예산성과금 규정,33575
예산회계에관한특례법,08852
예산회계에관한특례법시행령,20720
예술원사무국직제,33687
예술원사무국 직제 시행규칙,00270
예술인 복지법,19596
예술인 복지법 시행령,34160
예술인 복지법 시행규칙,00523
예술인의 지위와 권리의 보장에 관한 법률,18466
예술인의 지위와 권리의 보장에 관한 법률 시행령,34492
예술인의 지위와 권리의 보장에 관한 법률 시행규칙,00491
오존층 보호 등을 위한 특정물질의 관리에 관한 법률,19002
오존층 보호 등을 위한 특정물질의 관리에 관한 법률 시행령,33417
오존층 보호 등을 위한 특정물질의 관리에 관한 법률 시행규칙,00506
옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률,19590
옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 시행령,34520
온라인투자연계금융업 및 이용자 보호에 관한 법률,19700
온라인투자연계금융업 및 이용자 보호에 관한 법률 시행령,33913
온실가스 배출권의 할당 및 거래에 관한 법률,20172
온실가스 배출권의 할당 및 거래에 관한 법률 시행령,33913
온천법,19028
온천법 시행령,33913
온천법 시행규칙,00282
올림픽기장령,29950
외교문서 공개에 관한 규칙,00131
외교부 및 재외동포청 소관 비영리법인의 설립 및 감독에 관한 규칙,00126
외교부와 그 소속기관 직제,34525
외교부와 그 소속기관 직제 시행규칙,00131
외교안보연구조성비 지급 규정,24424
외국군인ㆍ군속에 대한 명예계급 수여 규정,25005
외국법자문사법,15153
외국법자문사법 시행령,27261
외국법자문사법 시행규칙,00869
외국인관광객 등에 대한 부가가치세 및 개별소비세 특례규정,34488
외국인관광객 등에 대한 부가가치세 및 개별소비세 특례규정 시행규칙,01031
외국인근로자의 고용 등에 관한 법률,18929
외국인근로자의 고용 등에 관한 법률 시행령,32844
외국인근로자의 고용 등에 관한 법률 시행규칙,00408
외국인보호규칙,01038
외국인 서훈 추천에 관한 규칙,00050
외국인의 서명날인에 관한 법률,10307
외국인투자 촉진법,19438
외국인투자 촉진법 시행령,34491
외국인투자 촉진법 시행규칙,00518
외국인학교 및 외국인유치원의 설립ㆍ운영에 관한 규정,27374
외국환거래법,18244
외국환거래법 시행령,33913
외무공무원법,19943
외무공무원의 승격에 관한 규칙,00117
외무공무원임용령,34525
외무공무원임용령 시행규칙,00116
외무공무원 자격심사에 관한 규칙,00030
외무관인규칙,00001
외식산업 진흥법,17037
외식산업 진흥법 시행령,32447
외식산업 진흥법 시행규칙,00554
용산공원 조성 특별법,19683
용산공원 조성 특별법 시행령,34491
용산공원 조성 특별법 시행규칙,00912
우수물류기업의 인증에 관한 규칙,00267
우정사업본부 직제,34255
우정사업본부 직제 시행규칙,00122
우정사업 운영에 관한 특례법,18076
우정사업 운영에 관한 특례법 시행령,34468
우주개발 진흥법,20144
우주개발 진흥법 시행령,34369
우주개발 진흥법 시행규칙,00126
우주손해배상법,20144
우주안보 업무규정,34434
우주항공청과 그 소속기관 직제,34369
우주항공청과 그 소속기관 직제 시행규칙,00126
우주항공청의 설치 및 운영에 관한 특별법,20144
우주항공청의 설치 및 운영에 관한 특별법 시행령,34374
우체국보험특별회계법,19576
우체국보험특별회계법 시행령,31380
우체국보험특별회계법 시행규칙,00086
우체국어음교환소참가규정,28210
우체국예금ㆍ보험에 관한 법률,19577
우체국예금ㆍ보험에 관한 법률 시행령,33702
우체국예금ㆍ보험에 관한 법률 시행규칙,00113
우체국창구업무의 위탁에 관한 법률,14839
우체국창구업무의 위탁에 관한 법률 시행령,33086
우체국창구업무의 위탁에 관한 법률 시행규칙,00040
우편대체법,17354
우편대체법 시행규칙,00086
우편법,18868
우편법 시행령,33013
우편법 시행규칙,00086
우편환법,16754
우편환법 시행규칙,00086
운항시각 조정ㆍ배분 등에 관한 규칙,01339
울산과학기술원법,19590
울산과학기술원법 시행령,34106
원격영상재판에관한규칙,01409
원격영상재판에 관한 특례법,10177
원양산업발전법,19807
원양산업발전법 시행령,32215
원양산업발전법 시행규칙,00652
원자력 손해배상법,18143
원자력 손해배상법 시행령,31380
원자력손해배상 보상계약에 관한 법률,17347
원자력손해배상 보상계약에 관한 법률 시행령,31380
원자력시설 등의 방호 및 방사능 방재 대책법,18664
원자력시설 등의 방호 및 방사능 방재 대책법 시행령,34449
원자력시설 등의 방호 및 방사능 방재 대책법 시행규칙,01952
원자력안전법,20308
원자력안전법 시행령,33913
원자력안전법 시행규칙,01953
원자력안전위원회와 그 소속기관 직제,34252
원자력안전위원회와 그 소속기관 직제 시행규칙,01941
원자력안전위원회의 설치 및 운영에 관한 법률,16576
원자력안전위원회의 설치 및 운영에 관한 법률 시행령,31824
원자력안전 정보공개 및 소통에 관한 법률,18239
원자력안전 정보공개 및 소통에 관한 법률 시행령,32651
원자력안전 정보공개 및 소통에 관한 법률 시행규칙,01808
원자력 진흥법,20064
원자력 진흥법 시행령,31297
원전비리 방지를 위한 원자력발전사업자등의 관리ㆍ감독에 관한 법률,14839
원전비리 방지를 위한 원자력발전사업자등의 관리ㆍ감독에 관한 법률 시행령,33913
원호재산특별처리법,02889
원호재산특별처리법시행령,14438
월드컵기장령,29950
위생용품 관리법,19323
위생용품 관리법 시행령,33913
위생용품 관리법 시행규칙,01957
위치정보의 보호 및 이용 등에 관한 법률,18517
위치정보의 보호 및 이용 등에 관한 법률 시행령,34449
위해성 경찰장비의 사용기준 등에 관한 규정,31380
위험물 선박운송 및 저장규칙,00486
위험물안전관리법,19161
위험물안전관리법 시행령,34464
위험물안전관리법 시행규칙,00482
위험물철도운송규칙,01324
유기성 폐자원을 활용한 바이오가스의 생산 및 이용 촉진법,19151
유기성 폐자원을 활용한 바이오가스의 생산 및 이용 촉진법 시행령,34047
유기성 폐자원을 활용한 바이오가스의 생산 및 이용 촉진법 시행규칙,01068
유네스코 활동에 관한 법률,14839
유료도로관리권등록령,31380
유료도로관리권등록령 시행규칙,00882
유료도로법,19684
유료도로법 시행령,34200
유료도로법 시행규칙,01266
유류오염손해배상 보장법,17051
유류오염손해배상 보장법 시행령,31380
유류오염손해배상 보장법 시행규칙,00486
유류오염손해배상사건등의절차에관한규칙,01395
유사수신행위의 규제에 관한 법률,20367
유사수신행위의 규제에 관한 법률 시행령,29477
유선 및 도선 사업법,19225
유선 및 도선 사업법 시행령,34550
유선 및 도선 사업법 시행규칙,00437
유실물법,12210
유실물법 시행령,32522
유아교육법,19737
유아교육법 시행령,34229
유아교육법 시행규칙,00290
유아교육정보시스템 및 교육정보시스템의 운영 등에 관한 규칙,00284
유아교육지원특별회계법,19203
유어장의 지정 및 관리에 관한 규칙,00581
유엔참전용사의 명예선양 등에 관한 법률,19228
유엔참전용사의 명예선양 등에 관한 법률 시행령,33382
유전자변형농수산물의 표시 및 농수산물의 안전성조사 등에 관한 규칙,01886
유전자변형생물체의 국가간 이동 등에 관한 법률,15868
유전자변형생물체의 국가간 이동 등에 관한 법률 시행령,31001
유전자변형생물체의 국가간 이동 등에 관한 법률 시행규칙,00448
유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률,16016
유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률 시행령,31013
유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률 시행규칙,00791
유통산업발전법,19117
